vulnerabilityFunctionID,vulnerabilitySetID,assetCategory,lossCategory,defaultLoss,Region,Age,AS4055 class.,Roof material,Wall material,Alpha,Beta,IMT,IML,17,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,100
dw1,domestic_wind_2012,,structural_loss_ratio,0,"Qld, WA, NT Regions C&D",1980 to present,C1,Sheet metal,Brick veneer,0.1258,4.2271,0.2s gust at 10m height m/s,17,0,6.00E-05,0.00012,0.00024,0.00044,0.00081,0.0014,0.0023,0.0038,0.006,0.0092,0.014,0.02,0.03,0.042,0.058,0.078,0.1,0.14,0.18,0.23,0.3,0.36,0.44,0.52,0.61,0.69,0.77,0.84,0.9,0.93,0.96,0.98,0.985,0.99,0.993,0.995,1
dw2,domestic_wind_2012,,structural_loss_ratio,0,"Qld, WA, NT Regions C&D",1980 to present,C1,Sheet metal,Reinf'd masonry,0.1235,4.2879,0.2s gust at 10m height m/s,20,0,6.00E-05,0.00012,0.00024,0.00044,0.00081,0.0014,0.0023,0.0038,0.006,0.0092,0.014,0.02,0.03,0.042,0.058,0.078,0.1,0.14,0.18,0.23,0.3,0.36,0.44,0.52,0.61,0.69,0.77,0.84,0.9,0.93,0.96,0.98,0.985,0.99,0.993,0.995,1
dw3,domestic_wind_2012,,structural_loss_ratio,0,"Qld, WA, NT Regions C&D",1980 to present,C1,Sheet metal,Cavity brick,N/A,N/A,0.2s gust at 10m height m/s,22,0,6.00E-05,0.00012,0.00024,0.00044,0.00081,0.0014,0.0023,0.0038,0.006,0.0092,0.014,0.02,0.03,0.042,0.058,0.078,0.1,0.14,0.18,0.23,0.3,0.36,0.44,0.52,0.61,0.69,0.77,0.84,0.9,0.93,0.96,0.98,0.985,0.99,0.993,0.995,1
dw4,domestic_wind_2012,,structural_loss_ratio,0,"Qld, WA, NT Regions C&D",1980 to present,C1,Sheet metal,Timber or metal clad,0.1309,4.254,0.2s gust at 10m height m/s,24,0,6.00E-05,0.00012,0.00024,0.00044,0.00081,0.0014,0.0023,0.0038,0.006,0.0092,0.014,0.02,0.03,0.042,0.058,0.078,0.1,0.14,0.18,0.23,0.3,0.36,0.44,0.52,0.61,0.69,0.77,0.84,0.9,0.93,0.96,0.98,0.985,0.99,0.993,0.995,1
dw5,domestic_wind_2012,,structural_loss_ratio,0,"Qld, WA, NT Regions C&D",1980 to present,C1,Sheet metal,Fibre cement,N/A,N/A,0.2s gust at 10m height m/s,26,0,6.00E-05,0.00012,0.00024,0.00044,0.00081,0.0014,0.0023,0.0038,0.006,0.0092,0.014,0.02,0.03,0.042,0.058,0.078,0.1,0.14,0.18,0.23,0.3,0.36,0.44,0.52,0.61,0.69,0.77,0.84,0.9,0.93,0.96,0.98,0.985,0.99,0.993,0.995,1
dw6,domestic_wind_2012,,structural_loss_ratio,0,"Qld, WA, NT Regions C&D",1980 to present,C1,Sheet metal,Solid masonry,N/A,N/A,0.2s gust at 10m height m/s,28,0,6.00E-05,0.00012,0.00024,0.00044,0.00081,0.0014,0.0023,0.0038,0.006,0.0092,0.014,0.02,0.03,0.042,0.058,0.078,0.1,0.14,0.18,0.23,0.3,0.36,0.44,0.52,0.61,0.69,0.77,0.84,0.9,0.93,0.96,0.98,0.985,0.99,0.993,0.995,1
dw7,domestic_wind_2012,,structural_loss_ratio,0,"Qld, WA, NT Regions C&D",1980 to present,C1,Tile,Brick veneer,0.1086,4.2112,0.2s gust at 10m height m/s,30,0,6.00E-05,0.00012,0.00024,0.00044,0.00081,0.0014,0.0023,0.0038,0.006,0.0092,0.014,0.02,0.03,0.042,0.058,0.078,0.1,0.14,0.18,0.23,0.3,0.36,0.44,0.52,0.61,0.69,0.77,0.84,0.9,0.93,0.96,0.98,0.985,0.99,0.993,0.995,1
dw8,domestic_wind_2012,,structural_loss_ratio,0,"Qld, WA, NT Regions C&D",1980 to present,C1,Tile,Reinf'd masonry,0.1077,4.2191,0.2s gust at 10m height m/s,32,0,6.00E-05,0.00012,0.00024,0.00044,0.00081,0.0014,0.0023,0.0038,0.006,0.0092,0.014,0.02,0.03,0.042,0.058,0.078,0.1,0.14,0.18,0.23,0.3,0.36,0.44,0.52,0.61,0.69,0.77,0.84,0.9,0.93,0.96,0.98,0.985,0.99,0.993,0.995,1
dw9,domestic_wind_2012,,structural_loss_ratio,0,"Qld, WA, NT Regions C&D",1980 to present,C1,Tile,Cavity brick,N/A,N/A,0.2s gust at 10m height m/s,34,0,6.00E-05,0.00012,0.00024,0.00044,0.00081,0.0014,0.0023,0.0038,0.006,0.0092,0.014,0.02,0.03,0.042,0.058,0.078,0.1,0.14,0.18,0.23,0.3,0.36,0.44,0.52,0.61,0.69,0.77,0.84,0.9,0.93,0.96,0.98,0.985,0.99,0.993,0.995,1
dw10,domestic_wind_2012,,structural_loss_ratio,0,"Qld, WA, NT Regions C&D",1980 to present,C1,Tile,Timber or metal clad,0.1086,4.2112,0.2s gust at 10m height m/s,36,0,6.00E-05,0.00012,0.00024,0.00044,0.00081,0.0014,0.0023,0.0038,0.006,0.0092,0.014,0.02,0.03,0.042,0.058,0.078,0.1,0.14,0.18,0.23,0.3,0.36,0.44,0.52,0.61,0.69,0.77,0.84,0.9,0.93,0.96,0.98,0.985,0.99,0.993,0.995,1
dw11,domestic_wind_2012,,structural_loss_ratio,0,"Qld, WA, NT Regions C&D",1980 to present,C1,Tile,Fibre cement,N/A,N/A,0.2s gust at 10m height m/s,38,0,6.00E-05,0.00012,0.00024,0.00044,0.00081,0.0014,0.0023,0.0038,0.006,0.0092,0.014,0.02,0.03,0.042,0.058,0.078,0.1,0.14,0.18,0.23,0.3,0.36,0.44,0.52,0.61,0.69,0.77,0.84,0.9,0.93,0.96,0.98,0.985,0.99,0.993,0.995,1
dw12,domestic_wind_2012,,structural_loss_ratio,0,"Qld, WA, NT Regions C&D",1980 to present,C1,Tile,Solid masonry,N/A,N/A,0.2s gust at 10m height m/s,40,0,6.00E-05,0.00012,0.00024,0.00044,0.00081,0.0014,0.0023,0.0038,0.006,0.0092,0.014,0.02,0.03,0.042,0.058,0.078,0.1,0.14,0.18,0.23,0.3,0.36,0.44,0.52,0.61,0.69,0.77,0.84,0.9,0.93,0.96,0.98,0.985,0.99,0.993,0.995,1
dw13,domestic_wind_2012,,structural_loss_ratio,0,"Qld, WA, NT Regions C&D",1980 to present,C2,Sheet metal,Brick veneer,0.1129,4.3397,0.2s gust at 10m height m/s,42,0,6.00E-05,0.00012,0.00024,0.00044,0.00081,0.0014,0.0023,0.0038,0.006,0.0092,0.014,0.02,0.03,0.042,0.058,0.078,0.1,0.14,0.18,0.23,0.3,0.36,0.44,0.52,0.61,0.69,0.77,0.84,0.9,0.93,0.96,0.98,0.985,0.99,0.993,0.995,1
dw14,domestic_wind_2012,,structural_loss_ratio,0,"Qld, WA, NT Regions C&D",1980 to present,C2,Sheet metal,Reinf'd masonry,0.0967,4.3817,0.2s gust at 10m height m/s,44,0,6.00E-05,0.00012,0.00024,0.00044,0.00081,0.0014,0.0023,0.0038,0.006,0.0092,0.014,0.02,0.03,0.042,0.058,0.078,0.1,0.14,0.18,0.23,0.3,0.36,0.44,0.52,0.61,0.69,0.77,0.84,0.9,0.93,0.96,0.98,0.985,0.99,0.993,0.995,1
dw15,domestic_wind_2012,,structural_loss_ratio,0,"Qld, WA, NT Regions C&D",1980 to present,C2,Sheet metal,Cavity brick,N/A,N/A,0.2s gust at 10m height m/s,46,0,6.00E-05,0.00012,0.00024,0.00044,0.00081,0.0014,0.0023,0.0038,0.006,0.0092,0.014,0.02,0.03,0.042,0.058,0.078,0.1,0.14,0.18,0.23,0.3,0.36,0.44,0.52,0.61,0.69,0.77,0.84,0.9,0.93,0.96,0.98,0.985,0.99,0.993,0.995,1
dw16,domestic_wind_2012,,structural_loss_ratio,0,"Qld, WA, NT Regions C&D",1980 to present,C2,Sheet metal,Timber or metal clad,0.1129,4.3397,0.2s gust at 10m height m/s,48,0,6.00E-05,0.00012,0.00024,0.00044,0.00081,0.0014,0.0023,0.0038,0.006,0.0092,0.014,0.02,0.03,0.042,0.058,0.078,0.1,0.14,0.18,0.23,0.3,0.36,0.44,0.52,0.61,0.69,0.77,0.84,0.9,0.93,0.96,0.98,0.985,0.99,0.993,0.995,1
dw17,domestic_wind_2012,,structural_loss_ratio,0,"Qld, WA, NT Regions C&D",1980 to present,C2,Sheet metal,Fibre cement,N/A,N/A,0.2s gust at 10m height m/s,50,0,6.00E-05,0.00012,0.00024,0.00044,0.00081,0.0014,0.0023,0.0038,0.006,0.0092,0.014,0.02,0.03,0.042,0.058,0.078,0.1,0.14,0.18,0.23,0.3,0.36,0.44,0.52,0.61,0.69,0.77,0.84,0.9,0.93,0.96,0.98,0.985,0.99,0.993,0.995,1
dw18,domestic_wind_2012,,structural_loss_ratio,0,"Qld, WA, NT Regions C&D",1980 to present,C2,Sheet metal,Solid masonry,N/A,N/A,0.2s gust at 10m height m/s,52,0,6.00E-05,0.00012,0.00024,0.00044,0.00081,0.0014,0.0023,0.0038,0.006,0.0092,0.014,0.02,0.03,0.042,0.058,0.078,0.1,0.14,0.18,0.23,0.3,0.36,0.44,0.52,0.61,0.69,0.77,0.84,0.9,0.93,0.96,0.98,0.985,0.99,0.993,0.995,1
dw19,domestic_wind_2012,,structural_loss_ratio,0,"Qld, WA, NT Regions C&D",1980 to present,C2,Tile,Brick veneer,0.1057,4.2734,0.2s gust at 10m height m/s,54,0,6.00E-05,0.00012,0.00024,0.00044,0.00081,0.0014,0.0023,0.0038,0.006,0.0092,0.014,0.02,0.03,0.042,0.058,0.078,0.1,0.14,0.18,0.23,0.3,0.36,0.44,0.52,0.61,0.69,0.77,0.84,0.9,0.93,0.96,0.98,0.985,0.99,0.993,0.995,1
dw20,domestic_wind_2012,,structural_loss_ratio,0,"Qld, WA, NT Regions C&D",1980 to present,C2,Tile,Reinf'd masonry,0.0929,4.3101,0.2s gust at 10m height m/s,56,0,6.00E-05,0.00012,0.00024,0.00044,0.00081,0.0014,0.0023,0.0038,0.006,0.0092,0.014,0.02,0.03,0.042,0.058,0.078,0.1,0.14,0.18,0.23,0.3,0.36,0.44,0.52,0.61,0.69,0.77,0.84,0.9,0.93,0.96,0.98,0.985,0.99,0.993,0.995,1
dw21,domestic_wind_2012,,structural_loss_ratio,0,"Qld, WA, NT Regions C&D",1980 to present,C2,Tile,Cavity brick,N/A,N/A,0.2s gust at 10m height m/s,58,0,6.00E-05,0.00012,0.00024,0.00044,0.00081,0.0014,0.0023,0.0038,0.006,0.0092,0.014,0.02,0.03,0.042,0.058,0.078,0.1,0.14,0.18,0.23,0.3,0.36,0.44,0.52,0.61,0.69,0.77,0.84,0.9,0.93,0.96,0.98,0.985,0.99,0.993,0.995,1
dw22,domestic_wind_2012,,structural_loss_ratio,0,"Qld, WA, NT Regions C&D",1980 to present,C2,Tile,Timber or metal clad,0.1057,4.2734,0.2s gust at 10m height m/s,60,0,6.00E-05,0.00012,0.00024,0.00044,0.00081,0.0014,0.0023,0.0038,0.006,0.0092,0.014,0.02,0.03,0.042,0.058,0.078,0.1,0.14,0.18,0.23,0.3,0.36,0.44,0.52,0.61,0.69,0.77,0.84,0.9,0.93,0.96,0.98,0.985,0.99,0.993,0.995,1
dw23,domestic_wind_2012,,structural_loss_ratio,0,"Qld, WA, NT Regions C&D",1980 to present,C2,Tile,Fibre cement,N/A,N/A,0.2s gust at 10m height m/s,62,0,6.00E-05,0.00012,0.00024,0.00044,0.00081,0.0014,0.0023,0.0038,0.006,0.0092,0.014,0.02,0.03,0.042,0.058,0.078,0.1,0.14,0.18,0.23,0.3,0.36,0.44,0.52,0.61,0.69,0.77,0.84,0.9,0.93,0.96,0.98,0.985,0.99,0.993,0.995,1
dw24,domestic_wind_2012,,structural_loss_ratio,0,"Qld, WA, NT Regions C&D",1980 to present,C2,Tile,Solid masonry,N/A,N/A,0.2s gust at 10m height m/s,64,0,6.00E-05,0.00012,0.00024,0.00044,0.00081,0.0014,0.0023,0.0038,0.006,0.0092,0.014,0.02,0.03,0.042,0.058,0.078,0.1,0.14,0.18,0.23,0.3,0.36,0.44,0.52,0.61,0.69,0.77,0.84,0.9,0.93,0.96,0.98,0.985,0.99,0.993,0.995,1
dw25,domestic_wind_2012,,structural_loss_ratio,0,"Qld, WA, NT Regions C&D",1980 to present,C3,Sheet metal,Brick veneer,0.1088,4.4671,0.2s gust at 10m height m/s,66,0,6.00E-05,0.00012,0.00024,0.00044,0.00081,0.0014,0.0023,0.0038,0.006,0.0092,0.014,0.02,0.03,0.042,0.058,0.078,0.1,0.14,0.18,0.23,0.3,0.36,0.44,0.52,0.61,0.69,0.77,0.84,0.9,0.93,0.96,0.98,0.985,0.99,0.993,0.995,1
dw26,domestic_wind_2012,,structural_loss_ratio,0,"Qld, WA, NT Regions C&D",1980 to present,C3,Sheet metal,Reinf'd masonry,0.1182,4.5435,0.2s gust at 10m height m/s,68,0,6.00E-05,0.00012,0.00024,0.00044,0.00081,0.0014,0.0023,0.0038,0.006,0.0092,0.014,0.02,0.03,0.042,0.058,0.078,0.1,0.14,0.18,0.23,0.3,0.36,0.44,0.52,0.61,0.69,0.77,0.84,0.9,0.93,0.96,0.98,0.985,0.99,0.993,0.995,1
dw27,domestic_wind_2012,,structural_loss_ratio,0,"Qld, WA, NT Regions C&D",1980 to present,C3,Sheet metal,Cavity brick,N/A,N/A,0.2s gust at 10m height m/s,70,0,6.00E-05,0.00012,0.00024,0.00044,0.00081,0.0014,0.0023,0.0038,0.006,0.0092,0.014,0.02,0.03,0.042,0.058,0.078,0.1,0.14,0.18,0.23,0.3,0.36,0.44,0.52,0.61,0.69,0.77,0.84,0.9,0.93,0.96,0.98,0.985,0.99,0.993,0.995,1
dw28,domestic_wind_2012,,structural_loss_ratio,0,"Qld, WA, NT Regions C&D",1980 to present,C3,Sheet metal,Timber or metal clad,0.1083,4.5005,0.2s gust at 10m height m/s,72,0,6.00E-05,0.00012,0.00024,0.00044,0.00081,0.0014,0.0023,0.0038,0.006,0.0092,0.014,0.02,0.03,0.042,0.058,0.078,0.1,0.14,0.18,0.23,0.3,0.36,0.44,0.52,0.61,0.69,0.77,0.84,0.9,0.93,0.96,0.98,0.985,0.99,0.993,0.995,1
dw29,domestic_wind_2012,,structural_loss_ratio,0,"Qld, WA, NT Regions C&D",1980 to present,C3,Sheet metal,Fibre cement,N/A,N/A,0.2s gust at 10m height m/s,74,0,6.00E-05,0.00012,0.00024,0.00044,0.00081,0.0014,0.0023,0.0038,0.006,0.0092,0.014,0.02,0.03,0.042,0.058,0.078,0.1,0.14,0.18,0.23,0.3,0.36,0.44,0.52,0.61,0.69,0.77,0.84,0.9,0.93,0.96,0.98,0.985,0.99,0.993,0.995,1
dw30,domestic_wind_2012,,structural_loss_ratio,0,"Qld, WA, NT Regions C&D",1980 to present,C3,Sheet metal,Solid masonry,N/A,N/A,0.2s gust at 10m height m/s,76,0,6.00E-05,0.00012,0.00024,0.00044,0.00081,0.0014,0.0023,0.0038,0.006,0.0092,0.014,0.02,0.03,0.042,0.058,0.078,0.1,0.14,0.18,0.23,0.3,0.36,0.44,0.52,0.61,0.69,0.77,0.84,0.9,0.93,0.96,0.98,0.985,0.99,0.993,0.995,1
dw31,domestic_wind_2012,,structural_loss_ratio,0,"Qld, WA, NT Regions C&D",1980 to present,C3,Tile,Brick veneer,0.1131,4.4332,0.2s gust at 10m height m/s,78,0,6.00E-05,0.00012,0.00024,0.00044,0.00081,0.0014,0.0023,0.0038,0.006,0.0092,0.014,0.02,0.03,0.042,0.058,0.078,0.1,0.14,0.18,0.23,0.3,0.36,0.44,0.52,0.61,0.69,0.77,0.84,0.9,0.93,0.96,0.98,0.985,0.99,0.993,0.995,1
dw32,domestic_wind_2012,,structural_loss_ratio,0,"Qld, WA, NT Regions C&D",1980 to present,C3,Tile,Reinf'd masonry,0.1074,4.4699,0.2s gust at 10m height m/s,80,0,6.00E-05,0.00012,0.00024,0.00044,0.00081,0.0014,0.0023,0.0038,0.006,0.0092,0.014,0.02,0.03,0.042,0.058,0.078,0.1,0.14,0.18,0.23,0.3,0.36,0.44,0.52,0.61,0.69,0.77,0.84,0.9,0.93,0.96,0.98,0.985,0.99,0.993,0.995,1
dw33,domestic_wind_2012,,structural_loss_ratio,0,"Qld, WA, NT Regions C&D",1980 to present,C3,Tile,Cavity brick,N/A,N/A,0.2s gust at 10m height m/s,82,0,6.00E-05,0.00012,0.00024,0.00044,0.00081,0.0014,0.0023,0.0038,0.006,0.0092,0.014,0.02,0.03,0.042,0.058,0.078,0.1,0.14,0.18,0.23,0.3,0.36,0.44,0.52,0.61,0.69,0.77,0.84,0.9,0.93,0.96,0.98,0.985,0.99,0.993,0.995,1
dw34,domestic_wind_2012,,structural_loss_ratio,0,"Qld, WA, NT Regions C&D",1980 to present,C3,Tile,Timber or metal clad,0.1058,4.4377,0.2s gust at 10m height m/s,84,0,6.00E-05,0.00012,0.00024,0.00044,0.00081,0.0014,0.0023,0.0038,0.006,0.0092,0.014,0.02,0.03,0.042,0.058,0.078,0.1,0.14,0.18,0.23,0.3,0.36,0.44,0.52,0.61,0.69,0.77,0.84,0.9,0.93,0.96,0.98,0.985,0.99,0.993,0.995,1
dw35,domestic_wind_2012,,structural_loss_ratio,0,"Qld, WA, NT Regions C&D",1980 to present,C3,Tile,Fibre cement,N/A,N/A,0.2s gust at 10m height m/s,86,0,6.00E-05,0.00012,0.00024,0.00044,0.00081,0.0014,0.0023,0.0038,0.006,0.0092,0.014,0.02,0.03,0.042,0.058,0.078,0.1,0.14,0.18,0.23,0.3,0.36,0.44,0.52,0.61,0.69,0.77,0.84,0.9,0.93,0.96,0.98,0.985,0.99,0.993,0.995,1
dw36,domestic_wind_2012,,structural_loss_ratio,0,"Qld, WA, NT Regions C&D",1980 to present,C3,Tile,Solid masonry,N/A,N/A,0.2s gust at 10m height m/s,88,0,6.00E-05,0.00012,0.00024,0.00044,0.00081,0.0014,0.0023,0.0038,0.006,0.0092,0.014,0.02,0.03,0.042,0.058,0.078,0.1,0.14,0.18,0.23,0.3,0.36,0.44,0.52,0.61,0.69,0.77,0.84,0.9,0.93,0.96,0.98,0.985,0.99,0.993,0.995,1
dw37,domestic_wind_2012,,structural_loss_ratio,0,"Qld, WA, NT Regions C&D",1980 to present,C4,Sheet metal,Brick veneer,0.1015,4.5192,0.2s gust at 10m height m/s,90,0,6.00E-05,0.00012,0.00024,0.00044,0.00081,0.0014,0.0023,0.0038,0.006,0.0092,0.014,0.02,0.03,0.042,0.058,0.078,0.1,0.14,0.18,0.23,0.3,0.36,0.44,0.52,0.61,0.69,0.77,0.84,0.9,0.93,0.96,0.98,0.985,0.99,0.993,0.995,1
dw38,domestic_wind_2012,,structural_loss_ratio,0,"Qld, WA, NT Regions C&D",1980 to present,C4,Sheet metal,Reinf'd masonry,0.0962,4.563,0.2s gust at 10m height m/s,100,0,6.00E-05,0.00012,0.00024,0.00044,0.00081,0.0014,0.0023,0.0038,0.006,0.0092,0.014,0.02,0.03,0.042,0.058,0.078,0.1,0.14,0.18,0.23,0.3,0.36,0.44,0.52,0.61,0.69,0.77,0.84,0.9,0.93,0.96,0.98,0.985,0.99,0.993,0.995,1
dw39,domestic_wind_2012,,structural_loss_ratio,0,"Qld, WA, NT Regions C&D",1980 to present,C4,Sheet metal,Cavity brick,N/A,N/A,0.2s gust at 10m height m/s,,0,6.00E-05,0.00012,0.00024,0.00044,0.00081,0.0014,0.0023,0.0038,0.006,0.0092,0.014,0.02,0.03,0.042,0.058,0.078,0.1,0.14,0.18,0.23,0.3,0.36,0.44,0.52,0.61,0.69,0.77,0.84,0.9,0.93,0.96,0.98,0.985,0.99,0.993,0.995,1
dw40,domestic_wind_2012,,structural_loss_ratio,0,"Qld, WA, NT Regions C&D",1980 to present,C4,Sheet metal,Timber or metal clad,0.0941,4.5276,0.2s gust at 10m height m/s,,0,6.00E-05,0.00012,0.00024,0.00044,0.00081,0.0014,0.0023,0.0038,0.006,0.0092,0.014,0.02,0.03,0.042,0.058,0.078,0.1,0.14,0.18,0.23,0.3,0.36,0.44,0.52,0.61,0.69,0.77,0.84,0.9,0.93,0.96,0.98,0.985,0.99,0.993,0.995,1
dw41,domestic_wind_2012,,structural_loss_ratio,0,"Qld, WA, NT Regions C&D",1980 to present,C4,Sheet metal,Fibre cement,N/A,N/A,0.2s gust at 10m height m/s,,0,6.00E-05,0.00012,0.00024,0.00044,0.00081,0.0014,0.0023,0.0038,0.006,0.0092,0.014,0.02,0.03,0.042,0.058,0.078,0.1,0.14,0.18,0.23,0.3,0.36,0.44,0.52,0.61,0.69,0.77,0.84,0.9,0.93,0.96,0.98,0.985,0.99,0.993,0.995,1
dw42,domestic_wind_2012,,structural_loss_ratio,0,"Qld, WA, NT Regions C&D",1980 to present,C4,Sheet metal,Solid masonry,N/A,N/A,0.2s gust at 10m height m/s,,0,6.00E-05,0.00012,0.00024,0.00044,0.00081,0.0014,0.0023,0.0038,0.006,0.0092,0.014,0.02,0.03,0.042,0.058,0.078,0.1,0.14,0.18,0.23,0.3,0.36,0.44,0.52,0.61,0.69,0.77,0.84,0.9,0.93,0.96,0.98,0.985,0.99,0.993,0.995,1
